sequenceID,max_diff,mean,autocorr,count,abs_skewness,variance,sum_diff,std_deviation,unique_count,kurtosis,mean_diff,iqr,max_value,range_value,percentile_75,percentile_50,median,percentile_25,min_value,min_diff
H3K4me1_TDH_BP/samples/germinal/ERS333900/problems/chr4:75452279-190000000,146,20.178978440522425,0.9994065951745869,5403053,3.576556883770347,897.8863532300463,5429656,29.96475184662884,396,16.9155516063594,1.0049238837605117,15.0,395,395,20.0,10.0,10.0,5.0,0,1
H3K4me1_TDH_BP/samples/germinal/ERS333900/problems/chr5:91686128-138787073,115,25.1958584108158,0.9996480238079544,2444424,3.3342485641122,1510.5239375948606,2458968,38.86545944144827,472,14.416892210693778,1.0059502794729065,19.0,473,473,24.0,11.0,11.0,5.0,0,1
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr1:149509645-205922707,199,34.17357932201743,0.9997483103612188,3664342,2.376596908076489,2230.835730447079,3694118,47.23172377170962,470,6.40745506972846,1.0081261541979851,34.0,485,485,41.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr2:162200000-234003741,83,24.69809823514161,0.9996154659970018,3999811,2.917463373680793,1354.1586656279133,4016999,36.79889489682962,427,10.1300248293447,1.0042974541290712,19.0,426,426,24.0,11.0,11.0,5.0,0,1
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr2:16329724-21153113,32,16.1081785626134,0.9991040335200116,230933,3.603272702889039,572.9987809587575,231494,23.937392944068858,220,15.573480861467631,1.002433616822268,10.0,219,219,15.0,9.0,9.0,5.0,0,1
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr3:60000-66170270,89,29.841125114048364,0.9997306340692887,3964327,2.6661305856316506,1959.4083100392136,3985692,44.26520428100625,405,8.01180344083603,1.0053895668519692,25.0,404,404,31.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr4:75452279-190000000,160,21.82093259248984,0.9995204349841772,5579586,2.9838217943637133,1118.5880984384278,5608566,33.44530009490762,335,10.293959084960996,1.005194113899152,15.0,334,334,20.0,9.0,9.0,5.0,0,1
H3K4me1_TDH_BP/samples/germinal/ERS333901/problems/chr5:91686128-138787073,83,28.421926265589235,0.9996961388646708,2669310,2.6695339756164698,1760.5437153045284,2685086,41.9588335789322,401,8.221014404736334,1.0059105184150654,23.0,400,400,29.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr1:149509645-205922707,94,25.57758942594621,0.9995524168413444,4041137,5.342167314154466,1263.6891107933932,4082668,35.54840517932406,766,106.9268575357969,1.010277308162853,20.0,1384,1384,27.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr2:162200000-234003741,83,19.64947156101996,0.999220187596804,4664777,3.253931062460117,686.4418013936931,4693025,26.20003437771968,378,13.976776251048696,1.0060558106112705,14.0,382,382,20.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr2:16329724-21153113,43,25.271579954877964,0.9995222026131204,365675,2.7513228341115394,1115.0427111360666,367985,33.39225525681167,291,9.086962395940358,1.006319836794522,18.0,290,290,25.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr3:60000-66170270,105,22.657544044310274,0.9994022696978276,4609676,2.834843277020429,892.5796759384682,4639604,29.8760719630019,293,9.65608415060982,1.0064926486140564,17.0,292,292,23.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr4:75452279-190000000,74,16.453817007831148,0.9988351523357452,6832970,3.581742066921452,461.2977025615084,6872829,21.47784213000711,271,16.689406217253946,1.005833481755881,13.0,270,270,18.0,10.0,10.0,5.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466414/problems/chr5:91686128-138787073,90,19.75367493718614,0.999290205516484,2987398,3.4497288777031816,768.5208196329052,3008720,27.72220805839436,351,15.306091324090705,1.007137651942477,14.0,350,350,20.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr1:149509645-205922707,75,27.741733567556604,0.9995537961080536,3741729,2.610335374748252,1248.2784375553497,3772050,35.33098410114484,609,12.37508371760271,1.0081037424419947,25.0,730,730,32.0,14.0,14.0,7.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr2:162200000-234003741,58,20.755836155051178,0.9992750635833648,4264837,2.7745230338042703,719.8534871436212,4282443,26.83008548520897,269,9.332828886659964,1.0041284119717615,16.0,268,268,22.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr2:16329724-21153113,65,24.09612483532086,0.9994023671608888,292994,2.1124504564040043,880.8027766443613,294212,29.67832166151518,209,4.442276005113291,1.0041605089541388,21.0,208,208,27.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr3:60000-66170270,31,24.05448569940153,0.9994488223720148,4090633,2.401948749737728,941.6502886406164,4108900,30.686320871694875,297,6.504160775989197,1.004465813595552,20.0,296,296,26.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr4:75452279-190000000,66,17.506282293665798,0.9990136969656332,6299610,3.204694416454584,533.0330305958533,6327614,23.08750810710964,243,12.60029240625748,1.0044455139993609,13.0,242,242,18.0,10.0,10.0,5.0,0,1
H3K4me1_TDH_BP/samples/leukemia/ERS466415/problems/chr5:91686128-138787073,79,20.294811849755863,0.9992642622439696,2724073,2.889777372226685,721.93831327075,2738302,26.868909789396927,286,10.12278541981846,1.0052237973151958,15.0,285,285,21.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257336/problems/chr1:149509645-205922707,126,33.02219207871583,0.9995624604509542,3633729,2.1187160582806204,1353.167900091276,3668093,36.785430541061714,622,12.073848119707204,1.0094572296000142,41.0,804,804,48.0,17.0,17.0,7.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257336/problems/chr2:162200000-234003741,100,25.60507021304519,0.9994222389818692,3886030,1.952415482030912,909.9836760657004,3904478,30.165935690206933,308,4.090316364388043,1.0047475198975613,28.0,317,317,34.0,13.0,13.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257336/problems/chr2:16329724-21153113,100,22.84858105858855,0.999360570159106,240320,2.2283566302068167,850.9637608860726,241109,29.17128315460382,217,5.345111524274026,1.0032872973006712,22.0,216,216,27.0,11.0,11.0,5.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257336/problems/chr3:60000-66170270,63,31.748567383561696,0.9995983823789428,4047315,1.7393995845613817,1309.1621700759224,4071825,36.18234611071983,289,2.9839468388761783,1.0060561152408731,39.0,288,288,46.0,16.0,16.0,7.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257336/problems/chr4:75452279-190000000,133,20.78445602391732,0.9992534858526266,5342404,2.3862006265499778,708.6947440055129,5367844,26.621321229524145,261,6.517236287336276,1.0047620892695666,18.0,260,260,23.0,10.0,10.0,5.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257336/problems/chr5:91686128-138787073,78,22.58508748748817,0.9993075488482882,2334791,2.167287027461427,768.4148491844047,2346740,27.72029670087253,259,5.180244290856132,1.0051182333314774,23.0,258,258,28.0,11.0,11.0,5.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257378/problems/chr1:149509645-205922707,167,30.183340826610948,0.9994114006637936,3709992,2.1623044105540354,1014.21565433379,3749768,31.84675264974107,582,14.29312910582726,1.0107215893515644,36.0,740,740,44.0,18.0,18.0,8.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257378/problems/chr2:162200000-234003741,88,24.17046064575533,0.999271060018842,4029235,1.93168211521802,721.4763252072709,4051697,26.860311338613908,299,4.246645556286264,1.0055750050754064,26.0,306,306,32.0,14.0,14.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257378/problems/chr2:16329724-21153113,35,21.840273009307136,0.9992082095184164,241750,2.148586775343054,662.1920343411846,242963,25.733092203254248,223,5.478699422523658,1.0050217374218715,22.0,222,222,27.0,12.0,12.0,5.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257378/problems/chr3:60000-66170270,66,29.117137046350816,0.999461671894543,4154339,1.7295819119994358,985.6796532373844,4186640,31.395535562200312,258,3.142090459526871,1.0077754867321822,34.0,257,257,41.0,16.0,16.0,7.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257378/problems/chr4:75452279-190000000,154,19.9993940559672,0.9990491556980252,5500508,2.275439409946992,563.7833565518664,5532456,23.744122568582448,227,5.97688833075368,1.005808373664464,19.0,226,226,24.0,11.0,11.0,5.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS257378/problems/chr5:91686128-138787073,77,21.942506341975243,0.9991784153065526,2409344,2.1576867419016423,651.9164792837815,2425497,25.53265515538448,287,5.531552652733341,1.0067047323689486,21.0,286,286,27.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358691/problems/chr1:149509645-205922707,133,40.05025558531062,0.9996468249687848,3849204,1.789382354602803,1775.5154302963826,3917808,42.13686545409355,641,6.625347785147385,1.0178231701471707,51.0,781,781,60.0,24.0,24.0,9.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358691/problems/chr2:162200000-234003741,103,31.14260441771037,0.9995582805052162,3895819,1.7678585401264102,1226.125746485423,3934841,35.016078399578426,304,3.379689052265804,1.0100166383542557,38.0,303,303,45.0,17.0,17.0,7.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358691/problems/chr2:16329724-21153113,95,30.47442820838628,0.999627680871554,232952,2.0668693952632027,1444.703542656158,235035,38.00925601292609,284,4.799122074846444,1.008946087374598,35.0,283,283,41.0,14.0,14.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358691/problems/chr3:60000-66170270,77,38.87081562959139,0.999699159698532,4230744,1.6619029202078217,1796.9818104803996,4288940,42.39082224350455,340,2.94573514068776,1.0137557398310415,50.0,339,339,58.0,22.0,22.0,8.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358691/problems/chr4:75452279-190000000,135,24.967206700748022,0.9994139691807792,4981414,2.058736140665188,931.0206644107502,5025190,30.512631227259806,265,4.659871949084724,1.0087880687668338,28.0,264,264,33.0,12.0,12.0,5.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358691/problems/chr5:91686128-138787073,93,27.537532167178764,0.9994767455009542,2263565,1.948483172604168,1048.9472953718748,2285497,32.387455833576595,269,4.300702992552647,1.009689586863901,32.0,268,268,38.0,14.0,14.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358696/problems/chr1:149509645-205922707,142,25.04427334243879,0.9991625269545704,5010916,3.8209111031084575,733.3310209069526,5094419,27.080085319417897,641,73.36922055417945,1.0166644215677176,26.0,1069,1069,33.0,15.0,15.0,7.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358696/problems/chr2:162200000-234003741,96,20.111140345511952,0.9988273407642716,5689644,2.298776676835056,471.00289921718377,5747769,21.702601208546035,385,8.526506041828155,1.0102161067047617,19.0,483,483,25.0,13.0,13.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358696/problems/chr2:16329724-21153113,41,18.4590262269321,0.9987991662733582,355093,2.623754531739688,447.1880580639122,357844,21.146821464794943,196,8.739334682496542,1.0077501041983483,16.0,195,195,22.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358696/problems/chr3:60000-66170270,112,24.173582914089,0.9991653978936522,5743071,1.984438170755904,676.018920254778,5818873,26.000363848507543,227,4.540155602580445,1.0131990381451037,25.0,226,226,32.0,14.0,14.0,7.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358696/problems/chr4:75452279-190000000,126,16.89033191144111,0.9983851094927256,8134700,2.5173227127160507,342.93122871572854,8208904,18.51840243422009,254,8.250283825124992,1.0091220338945546,14.0,254,254,20.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS358696/problems/chr5:91686128-138787073,96,17.94373531988169,0.9985320800973032,3468126,2.4134626315924,381.9860068244857,3503440,19.544462305842178,211,7.475019116820568,1.010182735628041,16.0,210,210,22.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS422247/problems/chr1:149509645-205922707,87,17.74772102091084,0.9981090056406964,3900321,3.2913781301931606,293.793608347935,3924272,17.140408640051,456,43.37763341567948,1.0061410345817778,15.0,543,543,22.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS422247/problems/chr2:162200000-234003741,59,15.20483835132366,0.9972963717981852,4730413,2.220346626929751,192.20833778841657,4745389,13.863922164684013,212,7.001349093067998,1.0031661089985398,13.0,211,211,19.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS422247/problems/chr2:16329724-21153113,34,14.046667193124462,0.996837017419541,303918,2.4649961622049013,164.92193657236467,304798,12.842193604379458,130,8.790548826484281,1.0028988177693252,12.0,129,129,18.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS422247/problems/chr3:60000-66170270,63,17.299132398045806,0.9981119020515782,4538141,2.105939741662239,276.0746766735519,4553992,16.615495077594044,196,5.558175197852091,1.0034930610338155,14.0,196,196,21.0,12.0,12.0,7.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS422247/problems/chr4:75452279-190000000,57,13.676392259275902,0.9963568612571364,7221805,2.3997514280658616,144.57651464619724,7252268,12.023997448693892,187,9.021055368949805,1.0042183365818291,11.0,186,186,17.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/macrophage/ERS422247/problems/chr5:91686128-138787073,45,14.257064950427557,0.9967678338849372,2992590,2.320354056939036,163.03746002769702,3005362,12.7686122984331,148,7.900913353787098,1.0042682105695102,12.0,147,147,18.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333895/problems/chr1:149509645-205922707,93,25.334222278101,0.9994578506872764,3388287,2.3716609572467333,1010.4775858683648,3407454,31.788010096078125,298,6.481565816712145,1.0056571375615873,24.0,297,297,30.0,13.0,13.0,6.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333895/problems/chr2:162200000-234003741,92,21.643955755074632,0.9992916731033932,4062658,2.5343728726252874,736.1287440351449,4075402,27.13169261279408,298,7.86427152915276,1.0031371095320132,19.0,297,297,25.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333895/problems/chr2:16329724-21153113,29,17.456907449808604,0.999265752676728,226234,3.91210271634362,707.6061617207325,226965,26.600867687365625,311,21.09512307778921,1.003235602233096,12.0,310,310,17.0,9.0,9.0,5.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333895/problems/chr3:60000-66170270,73,25.041447630190355,0.9994970883508708,3842777,2.410404165912428,1039.357504864358,3856919,32.239067990008,278,6.616468594113584,1.0036804122852854,23.0,277,277,29.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333895/problems/chr4:75452279-190000000,75,18.10125133579806,0.9990144159835892,6026360,3.051888280163092,531.3004652499484,6049543,23.049955862212588,308,12.39707464758768,1.0038470990526784,15.0,307,307,20.0,10.0,10.0,5.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333895/problems/chr5:91686128-138787073,46,23.682972569698126,0.9994011264417114,2815463,2.5391799863896987,873.9079408869112,2827535,29.561933984212047,316,7.953175213763563,1.0042881061793767,22.0,315,315,28.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333896/problems/chr1:149509645-205922707,107,34.12022840178043,0.9997051307877166,5043043,2.3111077821890604,1991.316940283104,5108306,44.62417439329386,378,5.704845966006021,1.0129413952927615,31.0,377,377,39.0,16.0,16.0,8.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333896/problems/chr2:162200000-234003741,73,18.539769755708548,0.999171777681361,4273461,2.9223843871672712,637.385496252581,4295584,25.246494731993607,251,10.189182904166776,1.005177069634441,14.0,250,250,19.0,10.0,10.0,5.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333896/problems/chr2:16329724-21153113,24,25.667712181188925,0.9995962373415374,317547,2.371510072518297,1275.629985439077,318912,35.715962613922045,260,5.805247317863598,1.0043017389606546,20.0,259,259,26.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333896/problems/chr3:60000-66170270,73,23.05096823117044,0.9994011781804024,4454618,2.4498397088298005,896.6328708699423,4482504,29.9438285940516,274,6.684063427921589,1.0062602463915529,19.0,273,273,25.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333896/problems/chr4:75452279-190000000,66,15.548596128746237,0.9988609220732376,6045070,3.267086615392201,467.98831602629,6080145,21.63303760516054,251,12.986429584019776,1.0058024151585367,11.0,250,250,16.0,9.0,9.0,5.0,0,1
H3K4me1_TDH_BP/samples/mantle/ERS333896/problems/chr5:91686128-138787073,103,19.77471083993041,0.9992971251400256,2792398,2.951187793898459,771.6384420362958,2810927,27.77838083899592,253,10.280863713194767,1.0066358759159246,15.0,252,252,20.0,10.0,10.0,5.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS255951/problems/chr1:149509645-205922707,109,19.91868395371397,0.9989890914173234,4111132,12.040211866648711,567.8470618224882,4142796,23.82954178792551,674,518.2776800048485,1.0077022600350125,17.0,1409,1409,24.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS255951/problems/chr2:162200000-234003741,50,15.987806666239972,0.9981023352034912,4671569,3.197013190611806,276.71769922339195,4690150,16.63483391030376,398,23.95194203265532,1.0039776794429622,13.0,500,500,19.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS255951/problems/chr2:16329724-21153113,25,15.61030819910546,0.997718089826828,319047,2.461070078115553,226.2187878851542,319950,15.04057139490233,142,8.454395800306104,1.0028334472145082,13.0,141,141,19.0,12.0,12.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS255951/problems/chr3:60000-66170270,109,18.761619896644586,0.9986941725357996,4744599,2.683111770436406,404.6838204476847,4765554,20.11675471957852,236,9.79034655892685,1.0044168125518749,15.0,235,235,22.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS255951/problems/chr4:75452279-190000000,85,13.564676427416948,0.99710324254046,6655431,3.0049751468844743,183.5235460805104,6686346,13.547086257956371,269,15.129525787172566,1.0046452295343802,12.0,269,269,17.0,10.0,10.0,5.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS255951/problems/chr5:91686128-138787073,61,15.353302972690765,0.9979302185682976,2933403,2.872498334667908,257.1611135139508,2947696,16.036243747023516,205,11.870906273656615,1.004872840476689,13.0,204,204,19.0,11.0,11.0,6.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365962/problems/chr1:149509645-205922707,110,18.2738976269578,0.9984731918241972,5681652,13.287943938609969,389.0665306460177,5764578,19.724769470034826,655,682.3697474503132,1.0145955814603889,16.0,1391,1391,23.0,13.0,13.0,7.0,0,1
H3K4me1_TDH_BP/samples/myeloid/ERS365962/problems/chr2:162200000-234003741,61,15.4609992422027,0.9973479759885502,6627102,3.174558921922173,208.5011208950971,6691567,14.439567891564383,373,26.910870451222465,1.0097276320369948,14.0,485,485,20.0,12.0,12.0,6.0,0,1
