sequenceID,autocorr,count,variance,sum_diff,std_deviation,max_diff,mean_diff,abs_skewness,mean,kurtosis,max_value,unique_count,range_value,iqr,percentile_75,percentile_25,median,percentile_50,min_value,min_diff
H3K4me3_TDH_ENCODE/samples/colon/ENCFF332UYK/problems/chr4:40297096-49000000,0.8864657530919792,622394,4.574273635357158,629976,2.1387551602175408,7,1.0121836203170669,2.15769912445607,3.530580307650781,14.51309356029991,33,34,33,3.0,5.0,2.0,3.0,3.0,0,1
H3K4me3_TDH_ENCODE/samples/colon/ENCFF873WWR/problems/chr1:30028082-91800000,0.9922484691054376,1250177,67.30466595805932,1266578,8.203942098653508,21,1.0131197527388145,2.900963006509052,4.2636866619686655,8.243880855188252,67,68,67,2.0,3.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/colon/ENCFF873WWR/problems/chr2:110251337-149690582,0.9880554220881376,676092,43.81143598449483,682922,6.619020772326888,60,1.0101036694764465,4.397130703173006,2.9389165971495004,23.367055265039244,117,116,117,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/colon/ENCFF873WWR/problems/chr3:93504854-194041961,0.9897095698105632,1938208,50.186734119073,1957996,7.08425960274417,17,1.0102099517750167,3.594571030875392,3.3681034233683897,13.508491156335126,67,68,67,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/colon/ENCFF873WWR/problems/chr4:32840638-40296396,0.9890658273946566,144814,47.114500281948,146106,6.864000311913454,16,1.00892875639618,4.052218058395234,3.05351692515917,16.991702709379766,56,57,56,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/colon/ENCFF873WWR/problems/chr4:40297096-49000000,0.9875925052298168,164020,41.48568482738171,165501,6.440938194656249,12,1.009035538565654,4.29854062047021,2.9096817461285207,20.087344051910247,61,62,61,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMB/problems/chr1:30028082-91800000,0.9562806163407548,357748,14.463541706910751,387048,3.803096331531816,6,1.0819042507693986,1.836203843143456,2.8018325748851147,3.152393429398262,30,31,30,4.0,4.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMB/problems/chr2:110251337-149690582,0.9632840365592852,178735,17.24562763626766,192130,4.152785527362045,21,1.0749493660971052,8.440597292263027,2.244361764623605,211.1270302020647,160,91,160,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMB/problems/chr3:93504854-194041961,0.9510589116892074,500760,12.597786997979062,537176,3.549336134825647,6,1.0727236055667495,2.1635387329339006,2.394210799584632,4.767744224103828,33,33,33,3.0,3.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMB/problems/chr4:32840638-40296396,0.9442241296968816,30086,10.828635039567862,32032,3.29068914356368,5,1.0647166361974405,2.354600699483904,2.066908196503357,5.484596711403468,24,25,24,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMB/problems/chr4:40297096-49000000,0.940881074670058,33257,10.111402691922148,35314,3.17984318668738,4,1.0618835698821265,2.724582308151556,1.892954866644616,8.142787149924601,26,27,26,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMD/problems/chr1:30028082-91800000,0.995672922613044,450547,217.9575722341427,553792,14.763386204869894,37,1.2291575111087436,1.7178270699976137,11.40868988141082,3.406258032322552,187,140,187,17.0,18.0,1.0,4.0,4.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMD/problems/chr2:110251337-149690582,0.9942092584767946,192008,200.7759282053465,230204,14.169542272259417,163,1.1989354554781857,6.53029780489626,9.008713178617558,184.64915307710044,575,156,575,13.0,14.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMD/problems/chr3:93504854-194041961,0.9913468418192504,557755,611.0411885316444,681354,24.719247329391816,1445,1.2216030723222069,81.87867453389116,10.194273471327016,10126.474727940997,3258,232,3258,15.0,16.0,1.0,3.0,3.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMD/problems/chr4:32840638-40296396,0.9950354761812622,29421,168.06223907370116,34734,12.963882098881538,8,1.1806254248810333,1.889855014457794,8.767173107644199,3.698739991256855,97,93,97,12.0,13.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF000BMD/problems/chr4:40297096-49000000,0.9966753011205766,31807,8039.035567165812,45022,89.66066900913584,539,1.415519084449475,29.75759510263133,12.72578363253372,942.1148427565917,3046,162,3046,11.0,12.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF063EVY/problems/chr1:30028082-91800000,0.9894477579912356,293423,53.32882640781029,305594,7.302658858786318,5,1.041482915391484,1.1984824313960016,6.690688868970735,0.8018886227671174,46,47,46,10.0,11.0,1.0,4.0,4.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF063EVY/problems/chr2:110251337-149690582,0.987278456816088,103396,43.3991365565337,106790,6.587802103625586,18,1.0328352434837271,1.4911601011791888,5.201061936631978,1.6673878238941953,40,41,40,8.0,9.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF063EVY/problems/chr3:93504854-194041961,0.9886634497772042,358456,48.96193834284358,371510,6.997280782049809,5,1.0364201922138063,1.3617251105906012,5.9286188541968885,1.3198725794487944,44,45,44,9.0,10.0,1.0,3.0,3.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF063EVY/problems/chr4:32840638-40296396,0.9875703657415196,18198,44.91436219934386,18834,6.701817827973532,12,1.0350057701818982,1.3442905199507025,5.536267721727662,1.1492605676909458,36,37,36,8.0,9.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF063EVY/problems/chr4:40297096-49000000,0.9907798466572802,20014,60.93421039768016,20814,7.80603679197582,6,1.040023984410133,1.4780434157940767,5.898371140201859,1.3870490025784017,43,44,43,9.0,10.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF280HQO/problems/chr1:30028082-91800000,0.9626064425795512,1025252,14.087713804916316,1043152,3.7533603350752665,12,1.0174601146450966,2.35080906020493,2.4772582740633524,5.508687159774194,30,31,30,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF280HQO/problems/chr2:110251337-149690582,0.9377084124010452,518511,8.307601700745249,524352,2.8822910506652946,11,1.0112668993847755,3.580224612133402,1.6780454030869163,17.13613095761958,54,54,54,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF280HQO/problems/chr3:93504854-194041961,0.9525941055227096,1676060,11.010419041408996,1700098,3.3181951481805583,10,1.0143425738592735,2.782129428407105,2.07796140949608,8.307538060939736,33,34,33,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF280HQO/problems/chr4:32840638-40296396,0.9443489500829916,107453,9.318288397893925,108730,3.052587164667689,8,1.0118936827606746,3.1834982911413814,1.7700669129759057,10.97112713946074,24,25,24,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF280HQO/problems/chr4:40297096-49000000,0.9388765511965368,124071,8.449913835533838,125404,2.9068735499732075,6,1.0107519948416217,3.558109603161949,1.6540529213111848,14.30773529101015,27,28,27,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF290WZR/problems/chr1:30028082-91800000,0.9851670893404696,1481703,35.79421751812154,1511946,5.982826883515981,13,1.0204116617241523,2.530080425450779,3.436586819355836,5.999650264262316,47,48,47,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF290WZR/problems/chr2:110251337-149690582,0.9747130746256584,776641,20.59778753097009,786950,4.538478548034583,18,1.013275133910177,3.716075816679567,2.246547632690008,15.017579661810917,61,61,61,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF290WZR/problems/chr3:93504854-194041961,0.9803477526053326,2432045,26.663085063705225,2470430,5.163630996082623,14,1.0157834315497585,3.0658857728485,2.767225113022169,9.496208169847636,43,44,43,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF290WZR/problems/chr4:32840638-40296396,0.9756254434145613,161936,21.27504714429931,163924,4.61248817280861,6,1.012282706024022,3.6594396728753855,2.2707859895267264,14.079149674331248,41,41,41,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF290WZR/problems/chr4:40297096-49000000,0.9729467917752084,186945,19.089044582593274,188934,4.36910111837587,9,1.0106448990071892,4.082258226517052,2.0868330257562384,17.636804464743822,40,41,40,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF743PUV/problems/chr1:30028082-91800000,0.93890337593855,307309,8.530742551314914,311622,2.920743492899524,4,1.0140380335038464,1.7179246516353188,2.284456361512354,2.633009906277745,22,23,22,3.0,3.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF743PUV/problems/chr2:110251337-149690582,0.9135841287167984,134422,5.955498582385662,135696,2.4403890227555243,6,1.0094851250920616,2.4086445768863283,1.6256862715924476,6.179349051065765,20,21,20,1.0,1.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF743PUV/problems/chr3:93504854-194041961,0.9301537084974346,429353,7.412497389677904,434374,2.722590198630324,5,1.011696696416926,2.0138979733880986,1.9666335160113009,3.972275951894023,21,22,21,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF743PUV/problems/chr4:32840638-40296396,0.9173404098607488,25399,6.229777683794033,25642,2.495952259918854,5,1.0096070556736751,2.2181248678365737,1.693767471160282,4.866390489186037,18,19,18,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/skeletalMuscle/ENCFF743PUV/problems/chr4:40297096-49000000,0.9141625890922026,28232,5.975258264448294,28470,2.444434139928563,3,1.008465870851192,2.49776884264404,1.573498158118447,6.42731141373153,18,19,18,1.0,1.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF014AIG/problems/chr1:30028082-91800000,0.7351595785785804,1269039,1.910432995947758,1273945,1.3821841396672725,6,1.0038667084831188,2.2967936622814347,1.47858891649508,10.599507321405946,18,19,18,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF014AIG/problems/chr2:110251337-149690582,0.8492909983257716,730486,3.409932995794653,733876,1.8466003887670588,56,1.004642121330349,16.557147904589463,1.4233373397984357,505.3912780957948,80,81,80,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF014AIG/problems/chr3:93504854-194041961,0.6954844511894033,2004644,1.6593373183182596,2011594,1.2881526766335811,5,1.003467450314096,2.1564141611997334,1.4196246316054122,10.727660927601818,22,23,22,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF014AIG/problems/chr4:32840638-40296396,0.6736356781036146,142868,1.5474682296699138,143343,1.2439727608231277,3,1.0033317701078626,2.089331371608924,1.3705168407201054,10.014111589351726,15,16,15,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF014AIG/problems/chr4:40297096-49000000,0.6935598715066918,172339,1.6495169249642994,172962,1.2843352073988703,3,1.0036207917000313,2.3451977968841566,1.4036869193856294,12.831399397630378,18,19,18,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF020VFT/problems/chr1:30028082-91800000,0.9789821575100844,1016050,24.40951738329548,1024171,4.940598889132317,20,1.0079937089648237,3.2147883987114514,2.728711185473156,11.003281053825424,49,50,49,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF020VFT/problems/chr2:110251337-149690582,0.9663146471183256,556424,15.25214565602904,559996,3.9053995513940745,44,1.006421373667156,4.901805600091527,1.989520581427113,35.297195375443714,94,90,94,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF020VFT/problems/chr3:93504854-194041961,0.9717967237856704,1589071,18.08271396579822,1599106,4.252377448651309,13,1.006315643741308,3.83548280023634,2.248303568563016,16.284267455656924,46,47,46,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF020VFT/problems/chr4:32840638-40296396,0.9698651515497216,115636,16.95944533449303,116330,4.118184713498537,13,1.0060102910018591,4.36297551553255,2.052405825175551,20.86530926191025,40,41,40,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF020VFT/problems/chr4:40297096-49000000,0.9663918521994268,136505,15.146998204981966,137285,3.891914465270526,9,1.005721444060247,4.5803614156797945,1.999728947657595,23.854336673669856,38,39,38,2.0,2.0,0.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF482XRP/problems/chr1:30028082-91800000,0.9137362473841704,1762954,5.91588731002726,1774578,2.432259712700776,14,1.0065940498697357,3.428540496094652,2.1269868640928804,16.154635933340487,30,31,30,2.0,3.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF482XRP/problems/chr2:110251337-149690582,0.8882874558147653,1058271,4.590869220594545,1064968,2.1426313776743178,49,1.0063291976527728,7.139642116712518,1.9170751159202133,133.52893377208855,86,87,86,1.0,2.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF482XRP/problems/chr3:93504854-194041961,0.8913602691937806,3018582,4.6914104261757945,3037234,2.1659663954401034,9,1.006179393562737,3.636474975395764,2.038845391644156,20.06164382366931,29,30,29,2.0,3.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF482XRP/problems/chr4:32840638-40296396,0.8710598736226484,230227,3.9572355181626544,231682,1.9892801507486708,11,1.0063242205485046,3.550163847254252,1.986730487736017,20.776645507431603,26,27,26,2.0,3.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF482XRP/problems/chr4:40297096-49000000,0.8777741035991258,269061,4.169643077047796,270717,2.0419703908352336,6,1.0061584776629748,3.652310349659429,2.0053370796956824,21.49421928472738,31,32,31,2.0,3.0,1.0,2.0,2.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF606GLK/problems/chr1:30028082-91800000,0.8791885741653314,1463616,4.205068915083202,1471191,2.0506264689316778,11,1.0051762246219125,3.3265751609362977,1.829840613931523,16.399756142554534,29,30,29,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF606GLK/problems/chr2:110251337-149690582,0.8525885497171226,876366,3.477792291880315,881030,1.8648839888530104,53,1.005323124497213,7.770177140370645,1.6619197915026371,159.46274430459462,72,73,72,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF606GLK/problems/chr3:93504854-194041961,0.8534171556454777,2465355,3.4651635169203963,2477922,1.861494968276948,9,1.005097848016958,3.4727483221355127,1.7602888833454005,20.075249201204485,35,36,35,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF606GLK/problems/chr4:32840638-40296396,0.8280605776255053,184295,2.9573893354482754,185272,1.7197061770687094,6,1.005306738146657,3.276532012056089,1.7033614585311594,18.26746031705519,20,21,20,1.0,2.0,1.0,1.0,1.0,0,1
H3K4me3_TDH_ENCODE/samples/thyroid/ENCFF606GLK/problems/chr4:40297096-49000000,0.8407851505489979,218947,3.1927429377231795,220097,1.7868248200993797,5,1.0052570040101212,3.463067621941188,1.7416680749222415,20.59161778414041,24,25,24,1.0,2.0,1.0,1.0,1.0,0,1
